"";"no_razao";"raiz";"Total_por_raiz"
"337";"NOVIDADE TRANSPORTES E LOGISTICA LTDA";11032852;948860,08
"338";"VITALIS COMERCIO DE MATERIAL HOSPITALAR";22229186;944616,44
"339";"MELF LOCACAO DE GUINDASTES E EQUIPAMENTOS LTDA";4817833;938944,94
"340";"UNISUCO INDUSTRIA E COMERCIO DE ALIMENTOS EIRELI ME";2710548;931458,77
"341";"PLURAL DISTRIBUIDORA EIRELI";22705447;930531,13
"342";"AMBIENT CLEANER PRODUTOS E EQUIPAMENTOS DE HIGIENE E LIMPEZA LTD";10948604;927282,88
"343";"CREACOES OPCAO LTDA";28823805;925601,13
"344";"TRANZIRAN TRANSPORTES LTDA";468285;921432,34
"345";"BIO - LIMP INDUSTRIA DE DESINFETANTE LTDA";10216383;919996,03
"346";"TAM LINHAS AEREAS S A";2012862;919601,31
"347";"GUIOMAR TRANSPORTES LTDA ME";5699139;918417,82
"348";"ARMCO STACO S/A INDUSTRIA METALURGICA";72343882;918182,1
"349";"F K DISTRIBUIDORA DE PRODUTOS QUIMICOS LTDA";7441212;916933,28
"350";"KAISTUDO DISTRIBUIDOR VAREJISTA LTDA ME";4553790;912361,7
"351";"INTEC INTEGRACAO NACIONAL DE TRANSPORTES DE ENCOMENDAS E C LTDA";52134798;909317,06
"352";"ECOBRAS CENTRO ECOBIOTICO DO BRASIL LTDA";32112435;906052,51
"353";"LEVE QUEIJOS COMERCIO E DISTRIBUICAO EIRELI ME";26107521;904866,76
"354";"DISTRIBUIDORA DE BEBIDAS M2 EIRELI";18602208;904402,77
"355";"DIAFARMA PRODUTOS PARA LABORATORIO LTDA";5646025;901302,08
"356";"RAILROAD COMERCIO DE PECAS E EQUIPAMENTOS LTDA";12028528;896085,27
"357";"FACE BELA PRODUTOS DE BELEZA LTDA";5514251;889317,02
"358";"TRANZIRAN LOGISTICS PROJECTS LTDA";14752255;888102,17
"359";"ALLEGRA INDUSTRIA E COMERCIO DE BEBIDAS LTDA";40442683;886327,97
"360";"TECH CABLE DO BRASIL SISTEMAS DE TELECOMUNICACOES LTDA";2239104;879695,34
"361";"SAINT CLAIR MODAS EXPORTACAO E IMPORTACAO S/A";34231142;875785,4
"362";"S L FORTE LANCHES LTDA";4095552;874533,44
"363";"LUX BRASIL INDUSTRIA E COMERCIO DE FIOS E CABOS LTDA";11906277;874185,1
"364";"GAMEIRO COMERCIO DE CARVAO LTDA ME";14803302;872904,63
"365";"ACRON COMERCIAL LTDA - ME";4691159;871976,69
"366";"LRF EMPREENDIMENTOS E PARTICIPACOES";13681578;870451,58
"367";"MEGAFORT DISTRIBUIDORA IMPORTACAO E EXPORTACAO LTDA";2782071;868933,44
"368";"CORTEX MED COMERCIAL DE PRODUTOS HOSPITALARES LTDA";4926152;863779,45
"369";"RIO CD 588 COMERCIO, IMPORTACAO E EXPORTACAO LTDA";9232111;859178,1
"370";"NUTRY MAX COMERCIO DE PRODUTOS ALIMENTICIOS LTDA ME";15796122;854801,37
"371";"MAXXI BEVERAGE INDUSTRIA E COMERCIO LTDA";10346426;853488,78
"372";"TUBOLIT INDUSTRIA E COMERCIO LTDA";29316007;851276,51
"373";"CR FRIBURGO CONFECCOES EIRELI ME";10677941;849804,43
"374";"VBGP S/A INDUSTRIA E COMERCIO";7485731;848767,56
"375";"FORUM FASHION BARRA LTDA ME";15198840;846408,87
"376";"BEL TOUR TURISMO E TRANSPORTES LTDA";33087859;843887,79
"377";"ESTAMPARIA ESPERANCA LTDA";33499989;843260,8
"378";"ZIRANLOG ARMAZENS GERAIS E TRANSPORTES LTDA";5294609;839950,12
"379";"BRASIL SUPPLY SA - EM RECUPERACAO JUDICIAL";5124249;836482,62
"380";"PAVAN TRANSPORTES LTDA";7871323;835725,84
"381";"MONTEIRO REICH COMERCIO DE ROUPAS E ACESSORIOS LTDA ME";12185709;834885,67
"382";"PRIME EXPRESS LOGISTICA E TRANSPORTE LTDA - EPP";10642884;830751,69
"383";"D CINCO PRODUTOS SIDERURGICOS EIRELI";7792813;826261,74
"384";"A JOIA NOBRE LTDA";28975472;824781,67
"385";"COOL EMBALAGENS PLASTICAS LTDA";4544783;824197,89
"386";"MAKROFARMA QUIMICA E FARMACEUTICA LTDA";33223157;821909,75
"387";"CARRO A GAS UNIAO PRACA DA BANDEIRA LTDA ME";4616370;819883,58
"388";"S O DO BRASIL TELECOMUNICACOES LTDA EPP";5132549;818670,6
"389";"RODOMAX TRANSPORTES E SERVICOS DE LOGISTICA LTDA - EPP";14135440;818413,5
"390";"MEIRELES E BARROS COMERCIO IMPORTACAO E EXPORTACAO LTDA";12050383;814746,37
"391";"LATCO BEVERAGES IND E COME DE BEBIDAS E ALIM IMP E EXPORT EIRELI";1046213;813320,59
"392";"DRESS TO CLOTHING BOUTIQUE LTDA";14012554;813074,38
"393";"ZEROMIX BAZAR LTDA ME";5914277;812560,77
"394";"LOVE YOU MODAS LTDA";1380766;811156,07
"395";"DISTRIBUIDORA MONTELAGOS COMERCIO DE ALIMENTOS EIRELI";11147153;810060,51
"396";"GASPAR DISTRIBUIDORA DE PRODUTOS QUIMICOS LTDA";20236206;807386,83
"397";"FARMA LOGISTICA ARMAZENS GERAIS LTDA";4019475;806022,53
"398";"RIMASUL INDUSTRIA QUIMICA E METAL MECANICA LTDA -EPP";5407621;805732,25
"399";"GRANDE BELA RICALE ALIMENTOS LTDA ME";9092104;802910,1
"400";"D E N DE THUIN";8476496;801857,54
"401";"ROTOPRINT INDUSTRIA GRAFICA LTDA";11291348;801759,61
"402";"PHARMANUTRI COM DE MEDICAMENTOS E PRODUTOS NUTRICIONAIS LTDA";10323886;801667,67
"403";"CENTURY DISTRIBUICAO E SERVICOS LTDA";12003945;795753,35
"404";"GIGA TRANSPORTES DE CARGAS LTDA EPP";972532;795115,99
"405";"BRASCO FARMACEUTICA LTDA";2003351;791992,27
"406";"CARBOFLEX PRODUTOS E SERVICOS ESPECIAIS LTDA";16180770;791121,92
"407";"PROL ALIMENTACAO LTDA";408078;790497,47
"408";"BRAVO FENIX INDUSTRIA E COMERCIO DE LATICINIOS LTDA";6052196;789919,48
"409";"TALIE IND COM EXPORT E IMPORT DE CONFECCOES E ACESSORIOS LTDA";7870440;786502
"410";"VERMONT INDUSTRIA COMERCIO E PARTICIPACOES EIRELI";15333656;785860,69
"411";"FHARO TRANSPORTES LTDA";10573359;785511,84
"412";"AEFE MODAS LTDA";29144797;783543,31
"413";"LR NORDESTE SA";3470672;781490,04
"414";"EDILLAN TRANSPORTES E SERVICOS LTDA";6097447;779246,43
"415";"PETROLANE SERVICOS EM PETROLEO LTDA";40216020;777113,13
"416";"RIO SEG COMERCIO DE EQUIPAMENTOS DE PROTECAO E SEGURANCA EIRELI";97543485;776876,07
"417";"TRANS-EXPERT VIGILANCIA E TRANSPORTE DE VALORES S/A";4086371;775063,37
"418";"A M G ARTEFATOS DE CIMENTO LTDA";7632090;773758,87
"419";"ENERGISA NOVA FRIBURGO -DISTRIBUIDORA DE ENERGIA S A";33249046;770105,34
"420";"BOM ODOR DISTRIBUIDORA DE PRODUTOS EIRELI";22094021;765249,11
"421";"CHANSPORT INDUSTRIA E COMERCIO LTDA";2117227;764520,48
"422";"RIO COLOR DISTRIBUIDORA DE MATERIAIS DE CONSTRUCAO LTDA - EPP";9093084;764016,79
"423";"SHOPPING DOS CONDIMENTOS DO MEIER LTDA - EPP";12657875;763419,46
"424";"ISERO INDUSTRIA E COMERCIO LTDA";1555163;763190,24
"425";"INDUSTRIA DE PLASTICO RANGEL LTDA";31681224;762095,36
"426";"ENGEGASES ENGENHARIA DE GASES LTDA";3154558;760619,14
"427";"TROPPAS TRANSPORTE LTDA";3419468;759135,36
"428";"PORTELLA FORNCEDORA DA INDUSTRIA E NAVEGACAO EIRELI";33353087;758308,45
"429";"RODOMAC DE MACAE RODOVIARIO LTDA";36578458;757258,06
"430";"RESTAURANTE E BAR MELFER LTDA";15544867;755216,9
"431";"CREMER S/A";82641325;755020,25
"432";"TAMOIO MINERACAO S A";33051624;754836,1
"433";"PROCOMET ENGENHARIA EIRELI - ME";2764515;751461,27
"434";"PRIME DE TERESOPOLIS TRANSPORTADORA LTDA";23027982;751418,62
"435";"GRANDGRAAL PRODUTOS ALIMENTICIOS LTDA ME";4455547;750396,39
"436";"BLC INDUSTRIA DE CONFECCOES LTDA";4832585;749098,24
"437";"STEAK HOUSE BAR E RESTAURANTE LTDA";29871431;744738,14
"438";"PRIMA CASA DECORACOES LTDA";12531081;743454,15
"439";"N B TRANSPORTES DE MACAE LTDA";10312737;743289,83
"440";"HAVITA IMPORTACAO E EXPORTACAO LTDA";11861307;739136,63
"441";"AGIFLEX METALURGICA EIRELI ME";5513322;731818,56
"442";"SCHIOPPA 19 DO BRASIL LTDA";16624584;731060,89
"443";"TRENDFOODS LP COMERCIO DE ALIMENTOS LTDA";19357;730127,64
"444";"MERCEARIA BAND 8000 LTDA";9298151;728964,64
"445";"EMPRESA DE MINERACAO CARNEIRO LTDA";1117166;727348,65
"446";"TJ4 TRANSPORTES EIRELI";1489122;727343,69
"447";"D'INTERNI IMPORTACOES LTDA";3629159;726108,17
"448";"FAST RIO COMERCIO E DISTRIBUICAO EIRELI - EPP";21766049;725253,96
"449";"EIFFEL COMERCIO AUTOMOTTIVO LTDA";159233;724518,76
"450";"MULT REAL CONSTRUTORA INDUSTRIA E COMERCIO LTDA";7707183;724399,16
"451";"PLAYVENDER DISTRIBUIDORA DE HIGIENE E LIMPEZA LTDA";5762204;724349,5
"452";"COGUMELO INDUSTRIA E COMERCIO S A";42200550;723904,36
"453";"BAR E RESTAURANTE SANTOS DUMONT LTDA";23565552;722603,53
"454";"HUMAR DE CABO FRIO COMERCIO E TRANSPORTE LTDA";73562;721446,72
"455";"BALPRENSA COMERCIO E INDUSTRIA DE FERRO LTDA";33628850;721394,61
"456";"DELI DELICIA GENEROS E ALIMENTOS EIRELI";15788735;718821,63
"457";"VLT-VIEIRA LOGISTICA E TRANSPORTES LTDA EPP";2374708;717707,37
"458";"CRUZEIRO DO SUL TRANSPORTE E LOGISTICA EIRELI";13207422;717646,19
"459";"EXPRESSO SUL AMERICANO LTDA";60500790;715499,17
"460";"MACONEQUI MATERIAIS MEDICO, HOSPITALARES E ODONTOLOGICOS EIRELI";29807583;715424,24
"461";"MARIAZINHA MODAS LTDA";33339953;715388,04
"462";"AVELANOZO RIO TRANSPORTES DE CARGAS EIRELI ME";12491484;714046,1
"463";"PALMA INDUSTRIA E COMERCIO DE POLIMEROS EIRELI EPP";10514311;711756,16
"464";"NEW TEMPER INDUSTRIA E COMERCIO DE VIDROS LTDA EPP";2227579;710464,8
"465";"SMLS CAETANO PESCADOS";18073228;709786,44
"466";"RENATO ESTRELLA BICICLETAS S A";4588474;707424,5
"467";"PJCR CALCADOS LTDA";10237679;703891,69
"468";"MTD TRANSPORTES LTDA";32314247;702472,19
"469";"DFL INDUSTRIA E COMERCIO S/A";33112665;700269,34
"470";"LV DISTRIBUIDORA DE MATERIAIS LTDA";6067345;699138,43
"471";"KEREMA TEXTIL EIRELI - EPP";3439475;699091,65
"472";"MARIA EMILIA COMERCIO DE ROUPAS E ACESSORIOS LTDA EPP";19824756;698679,71
"473";"AFE TINTAS LTDA";29919164;698466,16
"474";"TRANSPORTES HAVARIO LTDA";4671837;694663,56
"475";"DISTRIBUIDORA ALVORADA CARIOCA 1 EIRELI ME";28362466;692559,84
"476";"JOVINTER TRANSPORTES NACIONAIS E INTERNACIONAIS LTDA";507051;690135,75
"477";"ACOS RIO INDUSTRIA DE VALENCA EIRELI";12001539;689548,75
"478";"LUMIAR DE CAMPOS COMERCIAL DE ALIMENTOS LTDA - ME";8343578;687844,09
"479";"CARIELLO INDUSTRIA E COMERCIO LTDA EPP";1756330;687158,98
"480";"INOVSAT TELECOM LTDA";31043482;684147,64
"481";"WCONEX OLEO E GAS COMERCIO DE EQUIPAMENTOS EIRELI";10895659;682636,74
"482";"VENTURI DO BRASIL INDUSTRIA E COMERCIO S A";4747159;682252,92
"483";"ROTA BM TRANSPORTES LTDA EPP";7465184;681008,66
"484";"IXOS COMERCIO DE CALCADOS LTDA";4967850;679066,83
"485";"INDUSTRIA E COMERCIO METALURGICA BROMBERG LTDA";30383327;677144,23
"486";"SUPRICEL LOGISTICA LTDA";3077452;676781
"487";"TERRAMATTER IMPORTADORA EIRELI EPP";4603117;675426,84
"488";"D2JAP PRODUTOS ALIMENTICIOS LTDA";1671458;673106,08
"489";"IRAPURU TRANSPORTES LTDA";88668298;668380,02
"490";"TRELSA TRANSPORTES ESPECIALIZADOS DE LIQUIDOS S/A";33163858;668159,25
"491";"COOPERATIVA AGRO PECUARIA DE ITAPERUNA LTDA";29639291;666697,62
"492";"FERREIRA E LUZ CONFECCOES LTDA";4871807;665826,63
"493";"MARTOL COMERCIO DE ROUPAS LTDA";8888939;665567,96
"494";"UNILAR DE MAUA LTDA ME";11177778;664871,33
"495";"BAR E RESTAURANTE GRILLET LTDA-EPP";18196186;663998,17
"496";"PROFINE INDUSTRIA DE ADITIVOS MINERAIS LTDA";8888916;663372,18
"497";"GRANDE RIO ALIMENTOS LTDA";30224372;662059,58
"498";"DISTRIBUIDORA DE PAPEIS SAO NICOLAU LTDA";2910175;660130,73
"499";"TRANSPAX TRANSPORTADORA LTDA";17354841;659614,02
"500";"SUPERIMAGEM TECNOLOGIA EM ELETRONICA LTDA";39162235;658805,38
"501";"TORNOFER USINAGEM LTDA";3841931;658482,57
"502";"MERCANTIL PUREZA EIRELI";20611979;658236,84
"503";"SOCIEDADE FARMACEUTICA HENFER LTDA";42493502;652269,54
"504";"HI-SEC COMERCIAL LTDA - EPP";13439309;651305,07
"505";"MERCADO MASTER RIO DE CAMPO GRANDE LTDA";68741123;648461,91
"506";"M J M COMERCIO DE GENEROS ALIMENTICIOS LTDA";6953093;647326,04
"507";"FERREIRA E SANTOS CONFECCOES E COMERCIO DE ENFEITES EIRELI-ME";31983513;642298,98
"508";"TRANSPORTES BIRDAY COMERCIO LTDA";343915;641434,62
"509";"HIPER PEDRAS DECORATIVAS EIRELI";31192610;641308,62
"510";"PURO SABOR DA SOJA PRODUTOS NATURAIS LTDA";9327432;641293,7
"511";"BIO BLUE INDUSTRIA E COMERCIO LTDA";4484108;640345,32
"512";"PRIMESYS SOLUCOES EMPRESARIAIS S A";59335976;640240,64
"513";"REM INFORMATICA LTDA ME";302362;637448,03
"514";"EXPRESS MODAS METRO EIRELI ME";14596576;636958,55
"515";"76 OIL DISTRIBUIDORA DE COMBUSTIVEIS S/A";11989750;636108,76
"516";"SM- RIO TRANSPORTE E LOGISTICA LTDA";2653803;634763,48
"517";"ELETROLIGHT INDUSTRIA E COMERCIO DE CONDUTORES ELETRICOS EIRELI";24062169;633544,41
"518";"TUYAUX CONFECCOES EIRELI";2735229;633543,89
"519";"CANETA CONTINENTAL LTDA";33429002;633041,34
"520";"ATELIE LC COMERCIO DE ROUPAS LTDA";12406134;632747,9
"521";"BARRA ALIMENT EIRELI";17263275;631510,05
"522";"ANOX INDUSTRIA E COMERCIO EIRELI";29480324;629061,62
"523";"FIVE STARS DE MACAE SERVICOS DE PETROLEO LTDA";2348740;628050,34
"524";"CONFEITARIA PANIFICACAO E COPA VERDUN LTDA";33260449;625652,39
"525";"YVONNE P PARETTI SERVICOS METALURGICOS ME";6371763;623625,15
"526";"WOLLNER COMERCIO E CONFECCOES LTDA";31098700;622008,47
"527";"USIGEMEOS SERVICOS INDUSTRIAIS LTDA EPP";6008997;620757,6
"528";"OPTISOL INDUSTRIA OTICA LTDA";42426254;619716,29
"529";"BYWER INDUSTRIA DE PLASTICOS LTDA";11303619;619595,36
"530";"RIST COMERCIO DE ALIMENTOS LTDA";30077820;619249,29
"531";"ESPECIFARMA COMERCIO DE MEDICAMENTOS E PRO HOSPITALARES LTDA";85822;617647,5
"532";"GREEN TRANSPORTE DE CARGAS E LOCACOES LTDA ME";8768016;616836,12
"533";"SAPARETTO COMERCIO DE CALCADOS E ACESSORIOS LTDA-ME";7843146;616135,07
"534";"IMEP DO BRASIL INDUSTRIA MECANICA DE PRECISAO LTDA";27832955;615608,12
"535";"BLACK GOLD ALIMENTOS LTDA";10481246;615265,07
"536";"HEARST LABORATORIOS DO BRASIL LTDA";28634665;613903,3
"537";"TRANSPORTADORA RIOSULENSE SERVICOS EIRELI-ME";14004024;612423,6
"538";"GALGRIN GROUP S/A";4506236;609384,68
"539";"ACARITA ARTEFATOS DE CIMENTO ARMADO SANTA RITA LTDA";33274317;606837,66
"540";"G N B INDUSTRIA DE BATERIAS LTDA";5697322;604380,68
"541";"STEP OIL & GAS SERVICOS LTDA";13169311;603161,03
"542";"TRANSEVAM TRANSPORTES LTDA";13612909;603085,97
"543";"EMAPEL INDUSTRIA E COMERCIO DE ARTEFATOS DE PAPEL LTDA";2386406;597290,5
"544";"PLATINUM DISTRIBUIDORA DE BEBIDAS E ALIMENTOS EIRELI";10337647;596305,94
"545";"SOLAR SALLES MATERIAIS ELETRICOS E HIDRAULICOS LTDA";12506155;595948,47
"546";"KM4 INDUSTRIA E COMERCIO DE BEBIDAS LTDA";10481074;595714,84
"547";"NATATICA COMERCIO DE GENEROS ALIMENTICIOS LTDA";8542929;595150,25
"548";"RENT A TRUCK OPERADOR LOGISTICO LTDA";1034009;594246,9
"549";"SCS COMERCIAL E SERVICOS QUIMICOS LTDA";1625195;593367,96
"550";"RESTAURANTE VARANDA DO CANAL LTDA - ME";31262041;592948,2
"551";"TRIBUNA ALIMENTOS LTDA EPP";19416525;592504,93
"552";"OTS - OPTION TELECON SERVICOS DE TELECOMUNICACOES LTDA";7831569;592169,23
"553";"BIG BEAR COMERCIO DE CALCADOS LTDA";1529094;590900,16
"554";"SKN DO BRASIL IMP E EXP ELETR LTDA";13013655;587079,64
"555";"FLOR DE LOTO MERITI EMBALAGENS LTDA";2496196;584009,16
"556";"ESTALEIRO TCE LTDA";308178;583140,21
"557";"NOVA APOS DISTRIBUIDORA LTDA EPP";23475004;582326,82
"558";"BRIZAIR COMERCIO E SERVICOS S A";9436527;582160,31
"559";"INDIMAX CONFECCOES LTDA";11890794;580924,76
"560";"SABOR TOTAL PRODUTOS NATURAIS LTDA";11752753;580019,57
"561";"FITASSUL COMERCIO DISTRIBUICAO E MATERIAL DE SEGURANCA LTDA";71340830;579561,39
"562";"O JARDIM-CUISINE BAR, RESTAURANTE E COZINHA INDUSTRIAL LTDA";18194471;579489,62
"563";"INTRACOM COMERCIO EXPORTACAO E IMPORTACAO EIRELI";1753790;577934,18
"564";"SAYOART INDUSTRIAL SA";39064639;576957,81
"565";"BRASALPLA RIO DE JANEIRO - INDUSTRIA DE EMBALAGENS LTDA";11767105;575958,19
"566";"EUROPANE INDUSTRIA E COMERCIO DE PAES EIRELI";17276362;575682,56
"567";"TRANSNECHER COMERCIO, TRANSPORTES E EMPREENDIMENTOS LTDAEPP";7556817;574174,92
"568";"QUIMICA INDUSTRIAL UNIAO LTDA";33045782;573336,04
"569";"ON THE BEACH CONFECCAO LTDA";9079952;573106,87
"570";"A R S INDUSTRIA E COMERCIO DE PAINEIS FRIGORIFICOS LTDA ME";10615571;573040,87
"571";"COSMOCIENCIA ESPECIALIDADES QUIMICAS LTDA";5401653;571221,68
"572";"TRANSPORTES SOUZA ARAUJO LTDA";5931640;568466,26
"573";"ENDO MEDICAL RIO COMERCIAL LTDA";4713666;567411,5
"574";"SOTECAL SOCIEDADE TECNICA DE ESTRUTURAS E CALDEIRARIA S/A";33273582;566346,43
"575";"BELAMAQ COMERCIO DE MAQUINAS LTDA ME";17889135;564416,92
"576";"HATIKVAH COMERCIO DE ROUPAS E ACESSORIOS LTDA EPP";13098087;564200,75
"577";"CIAC DIESEL CAMINHOES E ONIBUS LTDA";39193263;564163,19
"578";"FAIRFAX COMERCIO DE CALCADOS LTDA";8261672;562514,69
"579";"EXPRESSO MIRASSOL LTDA";52438082;562499,13
"580";"A F PEREIRA DA SILVA DISTRIBUIDORA DE PAPEIS";20488471;561741,77
"581";"ESAM EMPRESA SANTO ANTONIO DE MINERACAO LTDA";30748487;561364,45
"582";"TRANSCOLE TRANSPORTES URGENTES LTDA";62140835;561152,05
"583";"MISTER NIT TRANSPORTES RODOVIARIOS DE CARGAS E LOGISTICA LTDA";8964851;560727,96
"584";"INDUSTRIA E COMERCIO DE ALIMENTOS BY CHEF LTDA";19908024;558967,42
"585";"SBICCA COMERCIO DE CALCADOS LTDA";2848730;556828,16
"586";"LIDIMAR 4 M DISTRIBUIDORA DE DOCES LTDA";9121078;556672,84
"587";"MOCOCA S/A PRODUTOS ALIMENTICIOS";52502507;555577,64
"588";"SABRINA 2003 COMERCIO DE ROUPAS LTDA";5747822;555139,32
"589";"REZENDE S/A ALCOOL E ACUCAR";29321684;553941,93
"590";"ARCAMAT 2000 COMERCIO E SERVICOS EIRELI-ME";4089888;552488,98
"591";"AGRIJAR BRASIL LTDA";9641559;552425,68
"592";"ECOBRASIL INDUSTRIA DE EMBALAGENS EIRELI";10711326;551165,63
"593";"ZETTER BOUTIQUE E RESTAURANTE LTDA";33868332;551040,05
"594";"CAFE LAMAS LTDA";33354762;549790,3
"595";"WWORKS OFFICE COM DE DIVISORIAS E MOBILIARIO EM GERAL - EIRELI";14768851;545272,06
"596";"EMBRAVAL EMPRESA BRASILEIRA DE VALVULAS E CONEXOES LTDA";30490676;544939,67
"597";"BRASPLANET COMERCIO EXTERIOR LTDA";11408590;544835,86
"598";"THIAGO E LACERDA COMERCIO DE SOLDAS E EQUIPAMENTOS LTDA";8111698;543519,7
"599";"MARFRAN TRANSPORTES E LOGISTICA LTDA ME";3419953;543345,02
"600";"GIA COMERCIO DE RELOGIOS, JOIAS E ARTIGOS PARA PRESENTE LTDA";15788365;543217,28
"601";"VINEXPAND CIA DE COMERCIO DE BEBIDAS";8617365;542480,56
"602";"CASA & COISAS DE CAXIAS BAZAR LTDA - EPP";25062473;540972,77
"603";"TARGA SA";157774;539216,23
"604";"ANTONIO J COMERCIO E REPRESENTACOES LTDA";31574981;538838,52
"605";"MM TRANSPORTES LOGISTICA E ARMAZENS GERAIS LTDA ME";9059609;538281,67
"606";"MENEPACK COMERCIO E REPRESENTACOES EIRELI";2166846;535780,14
"607";"BRASVENDING COMERCIAL S A";1342499;533862,54
"608";"GORGEOUS INDUSTRIA E COMERCIO LTDA";35925387;532157,35
"609";"AIRTIME SERVICOS E TRANSPORTES LTDA";39546254;531980,11
"610";"EURO OIL FOODS COMERCIO PRODUTOS ALIMENTICIOS EIRELI";18125279;531705,67
"611";"CORDEIRO DE ALMEIDA EQUIPAMENTOS HOTELEIROS LTDA";3521835;528389,38
"612";"COMPANHIA ACUCAREIRA PARAISO";28963189;527842,47
"613";"INDUSTRIA E COMERCIO DE SOLVENTES TINTAS E VERNIZES TEMPO LTDA";33197260;527409,29
"614";"LPA PRIMOR TRANSPORTES RODOVIARIO E AEREO DE CARGAS E LOCACAO DE";8934302;527322,08
"615";"PRIMA QUIMICA LTDA ME";16906532;527234,75
"616";"VOID RIVER LANCHES,CONFECCAO,ACESSORIOS E VARIEDADES LTDA";22470619;524979,97
"617";"UPL DE MACAE TRANSPORTES E LOGISTICAS LTDA";13689113;524613,98
"618";"TECNOPHARMA FARMACIA DE MANIPULACAO LTDA";31575186;523569,04
"619";"SUPERMERCADO ANTUNES MENDES LTDA";4131213;522709,18
"620";"ANKO DO BRASIL PRODUTOS DE SEGURANCA ELETRONICA EIRELI ME";19205846;520902,03
"621";"HEARTS AND MINDS COMERCIO E INDUSTRIA LTDA";64505;519600,12
"622";"BKNAV INDUSTRIA E COMERCIO LTDA";36456945;517212,23
"623";"COOPERATIVA DE TRANSPORTE MONTENEGRO LTDA";3103436;515046,17
"624";"JAGUAR E LAND ROVER BRASIL INDUSTRIA E COMERCIO DE VEICULOS LTDA";10313717;513242,81
"625";"TRL LOGISTICA E TRANSPORTES EIRELI - EPP";22554255;513058,63
"626";"TRANS POLLI PORTO REAL TRANSPORTES LTDA";2042295;512351,05
"627";"AFIFE INDUSTRIA E COMERCIO LTDA";31125461;511519,43
"628";"SAFER MALHAS LTDA";30385629;511450,18
"629";"PACK SHOP CALCADOS LTDA - EPP";6004863;510579,99
"630";"MIRA OTM TRANSPORTES LTDA";58506155;510094,79
"631";"CAMBRIDGE TELECOMUNICACOES LTDA";8062253;508746,6
"632";"DEMOISELLE COMERCIO DE RESTAURANTES BARES SERV BUFFET LTDA EPP";3461430;508665,54
"633";"NENA INDUSTRIA QUIMICA LTDA";30876999;508589,18
"634";"MAXI CONFECCAO DE ROUPAS LTDA";16899828;508413,99
"635";"RESTAURANTE LAGOA LTDA";33515354;507762,32
"636";"RUST MASTER INDUSTRIAL TECNICA E MERCANTIL LTDA";42286641;507259,48
"637";"A MACHADO TRANSPORTES DE CARGAS LTDA EPP";11510832;506993,58
"638";"ASTECH 2002 SISTEMAS INTEGRADOS DE SEGURANCA LTDA";5129079;506788,98
"639";"LEAO ALIMENTOS E BEBIDAS LTDA";76490184;504912,7
"640";"RJ TELHAS LTDA";15047946;504119,46
"641";"ACAMIN NAVEGACAO E SERVICOS MARITIMOS LTDA";8924999;503775,6
"642";"ATHENAS OFF SHORE COMERCIO E SERVICOS EIRELI";9632297;503053,8
"643";"ALPHATEC SA";5928067;501881,4
"644";"ALBACETE INDUSTRIA E COMERCIO DE EQUIPAMENTOS DE LAZER LTDA";32193369;501714,59
"645";"TRANSWAGEN RESENDE ENTREGADORA DE VEICULOS EIRELI";1812566;501558,89
"646";"AMI MOVEIS E DECORACOES EIRELI";12185533;497421,71
"647";"PINGON IND COM E LOCACAO DE EQUIPAMENTOS LTDA";28188175;497153,49
"648";"ENGETEST ELETRONICA LTDA";29348240;496897,47
"649";"BENTO STORE IMP E COM DE UTENSILIOS PARA TRANSP DE ALM LTDA";18713272;496661,73
"650";"MULTI ESTOQUE RIO COMERCIO DE MAQUINAS LTDA";22086574;493014,89
"651";"JOHNCENTER DISTRIBUICAO & LOGISTICA LTDA";28197788;492668,47
"652";"DEPP MODA NORTE SHOPPING LTDA EPP";16970963;492504,5
"653";"V F DA SILVA REFEICOES EIRELI";7579845;491893,56
"654";"FABRICA DE ESCOVAS SUISSA S A";33236027;490333,94
"655";"PURALOG TRANSPORTE DE ALIMENTOS EIRELI - ME";7175387;490156,06
"656";"FORNARINA COMERCIO DE CALCADOS LTDA";4753987;489475,38
"657";"ESTA POSTES TRANSPORTES RODOVIARIOS LTDA";45110319;488952,28
"658";"PLUMA CONFORTO E TURISMO SA";76530278;488844,67
"659";"CASTRO INDUSTRIA E COMERCIO DE PESCADOS LTDA";31980576;488122,34
"660";"CALLAMARYS INDUSTRIA E COMERCIO DE COSMETICOS E SANEANTES EIRELI";1932232;488000,04
"661";"BJ SERVICES DO BRASIL LTDA";15680333;487572,99
"662";"DOCES SONHOS COMERCIAL EIRELI - ME";27655363;486715,59
"663";"ITC - INDUSTRIA DE TECNOLOGIA EM COMUNICACAO LTDA";11368424;486280,2
"664";"SKE SEGURANCA DIGITAL LTDA ME";5818862;486188,64
"665";"TRANSCOMPRAS TRANSPORTES E COMPRAS COMERCIAIS LTDA";32717811;485034,04
"666";"SALYSH INDUSTRIA E COMERCIO DE CONFECCOES LTDA";3260730;484518,4
"667";"MARTIFER - CONSTRUCOES METALICAS LTDA";11773740;481094,1
"668";"METRAL EMPRESA DE TRANSPORTES LTDA";30484711;479790,33
"669";"INDUSTRIA FLUMINENSE DE COLCHOES LTDA";11429116;479228
"670";"PORTOBELLO S A";83475913;478759,29
"671";"REOXIL RECICLAGEM INDUSTRIA E COM DE PRODUTOS QUIMICOS EIRELI-ME";7647461;478535,58
